Epoch Number,Train Score,Dev Score
0,0.790383704405495,0.7670043415340086
1,0.8117006158218854,0.7908827785817656
2,0.8380802936996684,0.7785817655571635
3,0.8514921837991473,0.7908827785817656
4,0.8559332070108953,0.8010130246020261
