Epoch Number,Train Score,Dev Score
0,0.8214708668877309,0.7854558610709117
1,0.8396790620558977,0.7916063675832128
2,0.8501598768356229,0.8104196816208393
3,0.8622394599715775,0.7992040520984081
4,0.878671245855045,0.8057163531114326
5,0.8943924680246329,0.8042691751085385
6,0.900698720985315,0.8071635311143271
7,0.9187292752250119,0.804630969609262
8,0.9259237328280436,0.808972503617945
9,0.9361380862150639,0.8169319826338639
